cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,target_class,target_population,target_habitat
2,3,3,0,2,1,0,0,4,0,0,1,1,4,4,0,0,1,1,0,p,v,g
5,3,3,0,2,1,0,0,4,0,0,1,1,0,0,0,0,1,1,0,p,y,p
2,0,2,1,5,1,0,0,4,1,0,2,2,5,4,0,0,1,3,2,e,v,d
2,3,2,1,5,1,0,0,4,1,0,2,2,4,5,0,0,1,3,2,e,v,d
2,3,2,1,5,1,0,0,3,1,0,2,2,4,4,0,0,1,3,2,e,y,d
2,0,7,0,2,1,0,0,1,0,0,1,1,0,3,0,0,1,1,0,p,v,g
2,0,3,0,2,1,0,0,1,0,0,1,1,0,4,0,0,1,1,0,p,y,p
2,3,4,1,5,1,0,0,6,1,0,2,2,2,4,0,0,1,3,1,e,y,d
5,3,3,0,2,1,0,0,0,0,0,1,1,4,0,0,0,1,1,0,p,y,g
2,0,3,1,5,1,0,0,6,1,0,2,2,2,5,0,0,1,3,2,e,v,d
5,0,7,0,2,1,0,0,4,0,0,1,1,3,4,0,0,1,1,0,p,v,p
5,3,7,0,2,1,0,0,4,0,0,1,1,4,3,0,0,1,1,0,p,v,d
5,3,7,0,2,1,0,0,4,0,0,1,1,3,4,0,0,1,1,0,p,v,d
2,0,1,0,5,1,1,1,7,0,0,0,0,5,3,0,0,1,0,5,e,v,l
5,0,3,0,2,1,0,0,1,0,0,1,1,3,3,0,0,1,1,0,p,v,d
2,0,3,0,2,1,0,0,4,0,0,1,1,3,4,0,0,1,1,0,p,y,g
5,3,3,0,2,1,0,0,1,0,0,1,1,4,3,0,0,1,1,0,p,v,g
2,3,3,0,2,1,0,0,4,0,0,1,1,4,0,0,0,1,1,0,p,y,g
5,2,0,1,2,1,0,0,7,1,0,0,2,5,5,0,0,1,3,0,p,s,u
2,0,3,0,2,1,0,0,1,0,0,1,1,3,3,0,0,1,1,0,p,v,d
5,3,3,0,2,1,0,0,4,0,0,1,1,3,4,0,0,1,1,0,p,v,g
2,0,7,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,p,y,p
2,0,3,0,2,1,0,0,1,0,0,1,1,3,4,0,0,1,1,0,p,v,p
2,0,3,0,2,1,0,0,0,0,0,1,1,4,4,0,0,1,1,0,p,y,d
2,0,3,1,5,1,0,0,7,1,0,2,2,4,5,0,0,1,3,1,e,y,d
5,0,7,0,2,1,0,0,4,0,0,1,1,0,0,0,0,1,1,0,p,y,p
5,0,7,0,2,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,p,y,p
2,3,2,1,5,1,0,0,6,1,0,2,2,4,4,0,0,1,3,1,e,y,d
2,3,3,0,2,1,0,0,1,0,0,1,1,0,4,0,0,1,1,0,p,v,p
2,0,3,0,2,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,p,y,d
5,3,7,0,2,1,0,0,0,0,0,1,1,4,3,0,0,1,1,0,p,y,d
2,0,3,1,5,1,0,0,7,1,0,2,2,5,5,0,0,1,3,1,e,y,d
5,0,3,0,2,1,0,0,0,0,0,1,1,3,4,0,0,1,1,0,p,v,g
5,0,3,0,2,1,0,0,0,0,0,1,1,4,4,0,0,1,1,0,p,y,p
2,3,4,1,5,1,0,0,4,1,0,2,2,4,5,0,0,1,3,2,e,y,d
2,0,3,1,5,1,0,0,6,1,0,2,2,4,2,0,0,1,3,2,e,v,d
5,3,3,0,2,1,0,0,1,0,0,1,1,3,3,0,0,1,1,0,p,v,d
2,3,7,0,2,1,0,0,1,0,0,1,1,4,4,0,0,1,1,0,p,v,p
2,0,7,0,2,1,0,0,1,0,0,1,1,3,0,0,0,1,1,0,p,v,d
2,0,3,0,2,1,0,0,0,0,0,1,1,3,4,0,0,1,1,0,p,v,p
2,0,3,0,2,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,p,y,p
2,3,3,0,2,1,0,0,4,0,0,1,1,4,3,0,0,1,1,0,p,y,g
2,2,0,1,2,1,0,0,7,1,0,0,0,5,5,0,0,1,3,0,p,s,u
2,0,2,1,5,1,0,0,6,1,0,2,2,4,4,0,0,1,3,2,e,y,d
5,3,3,1,5,1,0,0,3,1,0,2,2,2,5,0,0,1,3,2,e,v,d
5,0,3,0,1,1,1,1,3,0,0,2,2,5,5,0,0,1,3,1,p,v,d
5,0,5,0,1,1,1,1,3,0,0,2,2,5,5,0,0,1,3,2,p,v,d
2,0,3,0,2,1,0,0,0,0,0,1,1,3,4,0,0,1,1,0,p,y,p
5,0,7,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,p,v,g
5,2,3,1,2,1,0,0,7,1,0,2,0,5,5,0,0,1,3,0,p,s,u
2,3,3,0,2,1,0,0,1,0,0,1,1,0,4,0,0,1,1,0,p,y,p
5,0,7,0,2,1,0,0,4,0,0,1,1,0,0,0,0,1,1,0,p,y,d
2,3,3,0,2,1,0,0,0,0,0,1,1,3,4,0,0,1,1,0,p,y,p
2,0,3,0,2,1,0,0,1,0,0,1,1,3,0,0,0,1,1,0,p,y,d
2,3,3,0,2,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,p,y,d
5,3,3,0,2,1,0,0,0,0,0,1,1,3,4,0,0,1,1,0,p,y,g
2,0,3,0,2,1,0,0,1,0,0,1,1,4,4,0,0,1,1,0,p,y,g
5,0,7,0,2,1,0,0,4,0,0,1,1,0,0,0,0,1,1,0,p,y,g
2,0,7,0,2,1,0,0,4,0,0,1,1,3,3,0,0,1,1,0,p,v,g
5,0,7,0,2,1,0,0,1,0,0,1,1,3,0,0,0,1,1,0,p,v,g
5,0,7,0,2,1,0,0,0,0,0,1,1,0,4,0,0,1,1,0,p,y,g
5,3,7,0,2,1,0,0,4,0,0,1,1,3,4,0,0,1,1,0,p,v,g
2,2,3,1,2,1,0,0,1,1,0,2,2,5,5,0,0,1,3,0,p,v,u
5,0,7,0,2,1,0,0,1,0,0,1,1,3,3,0,0,1,1,0,p,y,g
2,0,7,0,2,1,0,0,4,0,0,1,1,4,0,0,0,1,1,0,p,y,g
2,3,3,0,2,1,0,0,4,0,0,1,1,3,4,0,0,1,1,0,p,y,d
2,0,7,0,2,1,0,0,4,0,0,1,1,4,3,0,0,1,1,0,p,y,d
2,0,7,0,2,1,0,0,0,0,0,1,1,0,4,0,0,1,1,0,p,v,d
5,3,3,0,2,1,0,0,1,0,0,1,1,0,3,0,0,1,1,0,p,v,p
5,3,3,0,2,1,0,0,4,0,0,1,1,3,0,0,0,1,1,0,p,y,p
2,3,2,1,5,1,0,0,4,1,0,2,2,5,5,0,0,1,3,2,e,v,d
2,0,7,0,2,1,0,0,1,0,0,1,1,3,4,0,0,1,1,0,p,v,d
2,0,3,0,2,1,0,0,1,0,0,1,1,0,4,0,0,1,1,0,p,y,d
2,3,3,0,2,1,0,0,1,0,0,1,1,3,4,0,0,1,1,0,p,v,p
5,0,7,0,2,1,0,0,0,0,0,1,1,0,4,0,0,1,1,0,p,v,g
5,0,7,0,2,1,0,0,0,0,0,1,1,4,4,0,0,1,1,0,p,v,p
5,0,3,0,2,1,0,0,1,0,0,1,1,3,0,0,0,1,1,0,p,y,d
5,3,7,0,2,1,0,0,4,0,0,1,1,4,4,0,0,1,1,0,p,y,p
2,2,6,1,2,1,0,0,4,1,0,0,0,5,5,0,0,1,3,0,p,s,u
2,0,7,0,2,1,0,0,1,0,0,1,1,4,3,0,0,1,1,0,p,v,g
2,0,7,0,2,1,0,0,4,0,0,1,1,0,4,0,0,1,1,0,p,v,d
2,3,3,0,2,1,0,0,1,0,0,1,1,3,3,0,0,1,1,0,p,y,p
2,0,7,0,2,1,0,0,4,0,0,1,1,4,0,0,0,1,1,0,p,y,d
2,0,7,0,2,1,0,0,1,0,0,1,1,0,3,0,0,1,1,0,p,v,d
2,0,3,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,p,v,p
5,3,3,0,2,1,0,0,4,0,0,1,1,3,0,0,0,1,1,0,p,y,g
5,0,7,0,2,1,0,0,1,0,0,1,1,0,4,0,0,1,1,0,p,y,p
2,0,3,0,2,1,0,0,0,0,0,1,1,4,0,0,0,1,1,0,p,v,g
5,0,7,0,2,1,0,0,4,0,0,1,1,3,0,0,0,1,1,0,p,y,d
2,3,3,0,2,1,0,0,4,0,0,1,1,3,3,0,0,1,1,0,p,v,d
5,3,7,0,2,1,0,0,0,0,0,1,1,3,0,0,0,1,1,0,p,v,d
5,2,6,1,2,1,0,0,1,1,0,0,2,5,5,0,0,1,3,0,p,s,g
2,0,3,0,2,1,0,0,4,0,0,1,1,3,0,0,0,1,1,0,p,y,g
5,2,0,1,2,1,0,0,4,1,0,0,2,5,5,0,0,1,3,0,p,s,g
2,3,3,0,2,1,0,0,1,0,0,1,1,4,0,0,0,1,1,0,p,v,d
5,3,3,0,2,1,0,0,4,0,0,1,1,3,3,0,0,1,1,0,p,v,d
5,0,7,0,2,1,0,0,0,0,0,1,1,3,0,0,0,1,1,0,p,y,g
5,0,7,0,2,1,0,0,4,0,0,1,1,3,3,0,0,1,1,0,p,y,g
5,3,7,0,2,1,0,0,0,0,0,1,1,4,4,0,0,1,1,0,p,v,g
2,3,3,1,5,1,0,0,6,1,0,2,2,2,2,0,0,1,3,2,e,y,d
2,3,7,0,2,1,0,0,1,0,0,1,1,4,4,0,0,1,1,0,p,y,p
5,3,3,0,2,1,0,0,1,0,0,1,1,4,3,0,0,1,1,0,p,y,p
2,0,7,0,2,1,0,0,1,0,0,1,1,4,0,0,0,1,1,0,p,v,g
2,3,7,0,2,1,0,0,1,0,0,1,1,3,4,0,0,1,1,0,p,v,p
2,0,7,0,2,1,0,0,0,0,0,1,1,3,4,0,0,1,1,0,p,y,d
5,3,3,0,2,1,0,0,1,0,0,1,1,4,4,0,0,1,1,0,p,v,p
2,0,3,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,p,y,g
5,3,3,0,2,1,0,0,0,0,0,1,1,4,4,0,0,1,1,0,p,y,p
5,0,5,0,1,1,0,1,4,0,0,2,2,5,5,0,0,1,3,1,p,s,d
5,3,7,0,2,1,0,0,0,0,0,1,1,3,3,0,0,1,1,0,p,y,d
5,0,7,0,2,1,0,0,0,0,0,1,1,3,3,0,0,1,1,0,p,y,g
2,0,7,0,2,1,0,0,1,0,0,1,1,0,4,0,0,1,1,0,p,y,g
5,3,3,0,2,1,0,0,0,0,0,1,1,4,3,0,0,1,1,0,p,v,g
2,0,3,0,2,1,0,0,0,0,0,1,1,4,3,0,0,1,1,0,p,v,g
5,3,3,0,2,1,0,0,1,0,0,1,1,4,3,0,0,1,1,0,p,v,d
5,0,7,0,2,1,0,0,1,0,0,1,1,0,3,0,0,1,1,0,p,y,g
5,0,7,0,2,1,0,0,0,0,0,1,1,0,4,0,0,1,1,0,p,v,p
5,3,3,0,2,1,0,0,1,0,0,1,1,4,0,0,0,1,1,0,p,y,d
5,3,7,0,2,1,0,0,0,0,0,1,1,3,4,0,0,1,1,0,p,v,d
2,3,3,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,p,y,p
2,3,3,0,2,1,0,0,4,0,0,1,1,4,3,0,0,1,1,0,p,v,d
5,0,7,0,2,1,0,0,1,0,0,1,1,0,3,0,0,1,1,0,p,y,p
3,3,4,0,5,1,1,1,7,0,0,0,0,5,3,0,0,1,0,5,e,v,l
2,0,3,0,2,1,0,0,4,0,0,1,1,3,3,0,0,1,1,0,p,y,p
5,3,7,0,2,1,0,0,1,0,0,1,1,3,4,0,0,1,1,0,p,y,g
2,0,7,0,2,1,0,0,4,0,0,1,1,4,4,0,0,1,1,0,p,y,g
5,3,3,0,2,1,0,0,1,0,0,1,1,3,0,0,0,1,1,0,p,v,d
5,0,3,0,2,1,0,0,1,0,0,1,1,0,4,0,0,1,1,0,p,y,p
2,0,7,0,2,1,0,0,4,0,0,1,1,4,4,0,0,1,1,0,p,v,g
2,0,7,0,2,1,0,0,4,0,0,1,1,3,0,0,0,1,1,0,p,v,p
5,0,7,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,p,y,d
5,3,3,0,2,1,0,0,4,0,0,1,1,4,0,0,0,1,1,0,p,y,d
2,3,3,0,2,1,0,0,0,0,0,1,1,0,4,0,0,1,1,0,p,y,p
5,0,7,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,p,v,d
2,3,3,0,2,1,0,0,1,0,0,1,1,4,3,0,0,1,1,0,p,y,g
2,3,3,0,2,1,0,0,1,0,0,1,1,3,0,0,0,1,1,0,p,v,g
5,0,7,0,2,1,0,0,4,0,0,1,1,4,3,0,0,1,1,0,p,v,d
2,0,7,0,2,1,0,0,4,0,0,1,1,4,3,0,0,1,1,0,p,v,p
2,0,3,0,2,1,0,0,1,0,0,1,1,0,3,0,0,1,1,0,p,y,p
2,0,3,0,2,1,0,0,4,0,0,1,1,3,0,0,0,1,1,0,p,v,g
5,0,7,0,2,1,0,0,1,0,0,1,1,3,4,0,0,1,1,0,p,y,p
2,0,3,0,2,1,0,0,4,0,0,1,1,3,0,0,0,1,1,0,p,y,p
5,3,3,0,2,1,0,0,0,0,0,1,1,4,4,0,0,1,1,0,p,y,g
2,3,7,0,2,1,0,0,0,0,0,1,1,0,3,0,0,1,1,0,p,y,g
2,0,3,0,2,1,0,0,1,0,0,1,1,3,3,0,0,1,1,0,p,y,d
5,0,7,0,2,1,0,0,0,0,0,1,1,4,4,0,0,1,1,0,p,v,d
2,0,3,0,2,1,0,0,0,0,0,1,1,3,3,0,0,1,1,0,p,v,g
2,0,3,0,2,1,0,0,0,0,0,1,1,4,3,0,0,1,1,0,p,y,d
2,0,7,0,2,1,0,0,1,0,0,1,1,4,0,0,0,1,1,0,p,y,g
2,3,3,1,5,1,0,0,7,1,0,2,2,4,5,0,0,1,3,2,e,y,d
2,3,3,0,2,1,0,0,1,0,0,1,1,4,0,0,0,1,1,0,p,y,d
2,3,3,0,2,1,0,0,0,0,0,1,1,3,4,0,0,1,1,0,p,v,d
2,3,3,0,2,1,0,0,0,0,0,1,1,0,3,0,0,1,1,0,p,v,g
5,3,7,0,2,1,0,0,4,0,0,1,1,4,0,0,0,1,1,0,p,v,g
5,3,3,0,2,1,0,0,4,0,0,1,1,0,3,0,0,1,1,0,p,y,g
5,3,7,0,2,1,0,0,0,0,0,1,1,4,0,0,0,1,1,0,p,y,p
2,0,7,0,2,1,0,0,4,0,0,1,1,0,0,0,0,1,1,0,p,y,d
5,0,7,0,2,1,0,0,0,0,0,1,1,4,3,0,0,1,1,0,p,v,g
5,3,7,0,2,1,0,0,4,0,0,1,1,3,0,0,0,1,1,0,p,y,p
2,0,3,0,2,1,0,0,4,0,0,1,1,0,4,0,0,1,1,0,p,v,g
5,0,7,0,2,1,0,0,1,0,0,1,1,4,0,0,0,1,1,0,p,v,d
2,0,3,0,2,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,p,v,g
2,3,3,0,2,1,0,0,0,0,0,1,1,0,4,0,0,1,1,0,p,y,d
2,0,3,0,2,1,0,0,1,0,0,1,1,3,3,0,0,1,1,0,p,y,g
2,3,7,0,2,1,0,0,1,0,0,1,1,4,4,0,0,1,1,0,p,v,g
2,0,3,0,2,1,0,0,4,0,0,1,1,4,0,0,0,1,1,0,p,y,g
5,0,7,0,2,1,0,0,0,0,0,1,1,0,4,0,0,1,1,0,p,y,p
2,3,3,0,2,1,0,0,4,0,0,1,1,3,0,0,0,1,1,0,p,y,g
2,3,3,0,2,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,p,y,g
2,3,3,0,2,1,0,0,4,0,0,1,1,3,0,0,0,1,1,0,p,v,p
2,3,7,0,2,1,0,0,4,0,0,1,1,3,0,0,0,1,1,0,p,y,g
5,0,7,0,2,1,0,0,0,0,0,1,1,0,4,0,0,1,1,0,p,y,d
2,3,7,0,2,1,0,0,1,0,0,1,1,0,3,0,0,1,1,0,p,v,d
2,0,7,0,2,1,0,0,4,0,0,1,1,0,4,0,0,1,1,0,p,y,d
5,3,3,0,2,1,0,0,1,0,0,1,1,0,3,0,0,1,1,0,p,v,d
5,3,3,0,2,1,0,0,1,0,0,1,1,0,4,0,0,1,1,0,p,y,g
2,3,3,0,2,1,0,0,0,0,0,1,1,3,4,0,0,1,1,0,p,y,g
5,0,7,0,2,1,0,0,4,0,0,1,1,4,4,0,0,1,1,0,p,v,d
5,0,3,0,2,1,0,0,0,0,0,1,1,3,4,0,0,1,1,0,p,v,d
5,3,3,0,2,1,0,0,0,0,0,1,1,3,0,0,0,1,1,0,p,v,d
5,3,3,0,2,1,0,0,4,0,0,1,1,3,3,0,0,1,1,0,p,y,g
5,3,3,0,2,1,0,0,0,0,0,1,1,4,3,0,0,1,1,0,p,y,g
2,3,2,1,5,1,0,0,7,1,0,2,2,2,4,0,0,1,3,1,e,y,d
2,0,7,0,2,1,0,0,1,0,0,1,1,3,3,0,0,1,1,0,p,y,p
5,3,7,0,2,1,0,0,1,0,0,1,1,4,4,0,0,1,1,0,p,v,g
2,0,7,0,2,1,0,0,0,0,0,1,1,3,3,0,0,1,1,0,p,v,g
5,0,7,0,2,1,0,0,4,0,0,1,1,0,0,0,0,1,1,0,p,v,p
2,0,3,0,2,1,0,0,1,0,0,1,1,3,0,0,0,1,1,0,p,y,g
2,0,3,0,2,1,0,0,1,0,0,1,1,4,4,0,0,1,1,0,p,v,g
5,3,7,0,2,1,0,0,0,0,0,1,1,4,4,0,0,1,1,0,p,y,g
2,2,0,1,2,1,0,0,7,1,0,2,2,5,5,0,0,1,3,0,p,s,u
5,3,3,0,2,1,0,0,4,0,0,1,1,4,0,0,0,1,1,0,p,v,g
5,3,7,0,2,1,0,0,0,0,0,1,1,3,3,0,0,1,1,0,p,v,p
2,0,3,0,2,1,0,0,0,0,0,1,1,3,3,0,0,1,1,0,p,v,p
2,3,3,0,2,1,0,0,0,0,0,1,1,0,3,0,0,1,1,0,p,y,d
2,0,7,0,2,1,0,0,4,0,0,1,1,4,0,0,0,1,1,0,p,v,d
2,3,3,0,2,1,0,0,1,0,0,1,1,3,3,0,0,1,1,0,p,y,g
5,3,3,0,2,1,0,0,4,0,0,1,1,0,3,0,0,1,1,0,p,v,g
2,0,3,0,2,1,0,0,0,0,0,1,1,4,4,0,0,1,1,0,p,v,d
2,0,7,0,2,1,0,0,4,0,0,1,1,3,4,0,0,1,1,0,p,y,d
2,3,3,0,2,1,0,0,0,0,0,1,1,3,3,0,0,1,1,0,p,y,d
5,3,7,0,2,1,0,0,0,0,0,1,1,4,4,0,0,1,1,0,p,y,p
2,3,3,0,2,1,0,0,0,0,0,1,1,3,3,0,0,1,1,0,p,v,d
5,0,7,0,2,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,p,y,g
0,3,6,1,5,1,1,1,7,0,0,2,2,5,5,0,0,1,3,5,p,c,l
2,2,0,1,2,1,0,0,1,1,0,2,2,5,5,0,0,1,3,0,p,v,u
5,3,7,0,2,1,0,0,4,0,0,1,1,0,4,0,0,1,1,0,p,y,p
2,3,3,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,p,y,d
2,3,3,0,2,1,0,0,0,0,0,1,1,4,4,0,0,1,1,0,p,v,p
2,3,7,0,2,1,0,0,4,0,0,1,1,0,4,0,0,1,1,0,p,v,p
2,0,3,0,2,1,0,0,0,0,0,1,1,3,3,0,0,1,1,0,p,y,d
5,3,7,0,2,1,0,0,1,0,0,1,1,4,4,0,0,1,1,0,p,v,d
5,0,7,0,2,1,0,0,4,0,0,1,1,0,4,0,0,1,1,0,p,v,g
2,0,3,0,2,1,0,0,4,0,0,1,1,0,4,0,0,1,1,0,p,y,g
5,2,6,1,2,1,0,0,7,1,0,0,0,5,5,0,0,1,3,0,p,s,u
2,3,3,1,5,1,0,0,3,1,0,2,2,2,4,0,0,1,3,2,e,v,d
2,3,3,0,2,1,0,0,4,0,0,1,1,4,4,0,0,1,1,0,p,y,d
2,0,3,0,2,1,0,0,0,0,0,1,1,4,3,0,0,1,1,0,p,y,g
2,3,2,1,5,1,0,0,3,1,0,2,2,4,2,0,0,1,3,1,e,v,d
5,3,7,0,2,1,0,0,1,0,0,1,1,3,3,0,0,1,1,0,p,y,g
5,3,7,0,2,1,0,0,0,0,0,1,1,0,3,0,0,1,1,0,p,y,d
5,3,7,0,2,1,0,0,1,0,0,1,1,3,0,0,0,1,1,0,p,v,p
5,3,7,0,2,1,0,0,4,0,0,1,1,3,3,0,0,1,1,0,p,y,g
2,0,7,0,2,1,0,0,0,0,0,1,1,0,3,0,0,1,1,0,p,y,g
2,3,3,0,2,1,0,0,4,0,0,1,1,0,0,0,0,1,1,0,p,y,g
5,0,3,0,2,1,0,0,4,0,0,1,1,3,3,0,0,1,1,0,p,y,g
2,3,7,0,2,1,0,0,4,0,0,1,1,0,0,0,0,1,1,0,p,v,g
5,3,3,0,2,1,0,0,1,0,0,1,1,4,4,0,0,1,1,0,p,v,g
5,3,7,0,2,1,0,0,0,0,0,1,1,4,3,0,0,1,1,0,p,y,g
2,3,3,0,2,1,0,0,1,0,0,1,1,0,3,0,0,1,1,0,p,y,p
2,3,7,0,2,1,0,0,1,0,0,1,1,3,0,0,0,1,1,0,p,y,g
5,3,3,0,2,1,0,0,0,0,0,1,1,4,0,0,0,1,1,0,p,y,d
2,3,3,0,2,1,0,0,1,0,0,1,1,4,4,0,0,1,1,0,p,v,d
2,3,3,0,2,1,0,0,4,0,0,1,1,0,3,0,0,1,1,0,p,y,p
5,0,3,0,2,1,0,0,0,0,0,1,1,3,3,0,0,1,1,0,p,v,g
2,0,7,0,2,1,0,0,0,0,0,1,1,3,4,0,0,1,1,0,p,v,g
2,0,7,0,2,1,0,0,1,0,0,1,1,4,3,0,0,1,1,0,p,y,g
5,0,7,0,2,1,0,0,1,0,0,1,1,4,3,0,0,1,1,0,p,v,g
2,0,7,0,2,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,p,v,g
2,0,3,0,2,1,0,0,1,0,0,1,1,4,0,0,0,1,1,0,p,v,g
2,3,3,0,2,1,0,0,4,0,0,1,1,0,0,0,0,1,1,0,p,y,d
2,0,3,0,2,1,0,0,1,0,0,1,1,0,3,0,0,1,1,0,p,v,g
2,0,7,0,2,1,0,0,1,0,0,1,1,0,3,0,0,1,1,0,p,y,d
2,3,7,0,2,1,0,0,1,0,0,1,1,0,3,0,0,1,1,0,p,v,p
2,0,3,0,2,1,0,0,0,0,0,1,1,4,3,0,0,1,1,0,p,v,p
2,3,3,0,2,1,0,0,0,0,0,1,1,3,0,0,0,1,1,0,p,y,g
2,0,7,0,2,1,0,0,0,0,0,1,1,3,0,0,0,1,1,0,p,y,d
2,0,2,1,5,1,0,0,6,1,0,2,2,2,5,0,0,1,3,2,e,y,d
2,2,0,1,2,1,0,0,1,1,0,2,0,5,5,0,0,1,3,0,p,v,u
2,3,3,0,2,1,0,0,0,0,0,1,1,4,3,0,0,1,1,0,p,v,d
2,0,3,0,2,1,0,0,1,0,0,1,1,4,4,0,0,1,1,0,p,v,p
5,3,7,0,2,1,0,0,4,0,0,1,1,4,0,0,0,1,1,0,p,y,g
2,0,7,0,2,1,0,0,4,0,0,1,1,4,0,0,0,1,1,0,p,y,p
2,3,7,0,2,1,0,0,1,0,0,1,1,3,3,0,0,1,1,0,p,v,d
2,3,4,1,5,1,0,0,6,1,0,2,2,5,2,0,0,1,3,1,e,v,d
2,3,7,0,2,1,0,0,1,0,0,1,1,0,3,0,0,1,1,0,p,y,g
5,3,7,0,2,1,0,0,4,0,0,1,1,3,4,0,0,1,1,0,p,y,g
5,0,7,0,2,1,0,0,4,0,0,1,1,4,0,0,0,1,1,0,p,y,d
5,3,7,0,2,1,0,0,1,0,0,1,1,4,3,0,0,1,1,0,p,y,g
2,3,3,0,2,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,p,v,p
2,0,2,1,5,1,0,0,3,1,0,2,2,2,2,0,0,1,3,1,e,y,d
2,0,7,0,2,1,0,0,4,0,0,1,1,4,3,0,0,1,1,0,p,v,d
2,0,7,0,2,1,0,0,4,0,0,1,1,0,3,0,0,1,1,0,p,v,g
5,3,7,0,2,1,0,0,1,0,0,1,1,3,3,0,0,1,1,0,p,v,d
5,0,7,0,2,1,0,0,4,0,0,1,1,3,0,0,0,1,1,0,p,v,g
2,0,7,0,2,1,0,0,4,0,0,1,1,4,0,0,0,1,1,0,p,v,p
5,3,7,0,2,1,0,0,1,0,0,1,1,3,0,0,0,1,1,0,p,v,g
2,0,7,0,2,1,0,0,0,0,0,1,1,3,3,0,0,1,1,0,p,v,p
2,0,7,0,2,1,0,0,0,0,0,1,1,3,0,0,0,1,1,0,p,v,d
2,3,3,0,2,1,0,0,4,0,0,1,1,0,4,0,0,1,1,0,p,v,p
2,3,3,0,2,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,p,v,g
2,3,3,0,2,1,0,0,1,0,0,1,1,0,3,0,0,1,1,0,p,v,d
2,0,3,0,2,1,0,0,0,0,0,1,1,0,3,0,0,1,1,0,p,v,g
5,2,3,0,1,1,0,1,4,0,0,2,2,5,5,0,0,1,3,1,p,v,d
5,3,7,0,2,1,0,0,0,0,0,1,1,0,4,0,0,1,1,0,p,y,g
2,2,3,1,2,1,0,0,1,1,0,0,0,5,5,0,0,1,3,0,p,s,u
5,3,3,0,2,1,0,0,4,0,0,1,1,3,3,0,0,1,1,0,p,v,g
5,3,7,0,2,1,0,0,4,0,0,1,1,4,0,0,0,1,1,0,p,y,p
5,3,7,0,2,1,0,0,1,0,0,1,1,3,0,0,0,1,1,0,p,y,d
2,3,3,1,5,1,0,0,6,1,0,2,2,4,2,0,0,1,3,1,e,y,d
2,0,3,0,2,1,0,0,0,0,0,1,1,0,3,0,0,1,1,0,p,y,d
2,3,7,0,2,1,0,0,1,0,0,1,1,3,4,0,0,1,1,0,p,v,g
2,3,3,0,2,1,0,0,1,0,0,1,1,3,0,0,0,1,1,0,p,y,p
5,3,7,0,2,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,p,y,g
5,3,3,0,2,1,0,0,4,0,0,1,1,0,4,0,0,1,1,0,p,y,d
5,0,7,0,2,1,0,0,4,0,0,1,1,0,4,0,0,1,1,0,p,y,p
2,3,4,1,5,1,0,0,3,1,0,2,2,2,2,0,0,1,3,2,e,v,d
5,3,3,0,2,1,0,0,0,0,0,1,1,3,3,0,0,1,1,0,p,y,g
2,0,7,0,2,1,0,0,0,0,0,1,1,0,4,0,0,1,1,0,p,v,g
5,3,3,0,2,1,0,0,4,0,0,1,1,4,3,0,0,1,1,0,p,v,p
5,3,7,0,2,1,0,0,4,0,0,1,1,4,4,0,0,1,1,0,p,y,g
2,0,3,0,2,1,0,0,0,0,0,1,1,3,0,0,0,1,1,0,p,y,p
2,0,3,0,2,1,0,0,1,0,0,1,1,4,0,0,0,1,1,0,p,y,g
5,3,7,0,2,1,0,0,1,0,0,1,1,0,3,0,0,1,1,0,p,y,g
5,3,7,0,2,1,0,0,4,0,0,1,1,0,0,0,0,1,1,0,p,y,p
2,3,3,0,2,1,0,0,4,0,0,1,1,3,3,0,0,1,1,0,p,y,p
5,3,3,0,2,1,0,0,0,0,0,1,1,3,3,0,0,1,1,0,p,y,p
2,3,7,0,2,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,p,v,g
2,3,3,0,2,1,0,0,0,0,0,1,1,4,4,0,0,1,1,0,p,v,d
2,0,3,0,2,1,0,0,1,0,0,1,1,0,4,0,0,1,1,0,p,y,g
2,3,7,0,2,1,0,0,1,0,0,1,1,3,3,0,0,1,1,0,p,y,g
