age,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job,marital,education,default,contact,month,day_of_week,poutcome,target_campaign,target_personal_loan,target_housing_loan
31.0,650.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,1,1,0,0,1,6,4,1,no,no,yes
58.0,272.0,4.0,6.0,1.0,-1.1,94.199,-37.5,0.878,4963.6,0,1,6,0,0,9,2,2,yes,no,no
54.0,485.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,3,0,0,0,1,6,4,1,no,no,no
45.0,390.0,5.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,0,0,6,0,0,1,1,1,no,no,yes
36.0,82.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.327,5099.1,1,1,2,0,0,6,2,1,no,no,yes
55.0,201.0,14.0,999.0,0.0,1.1,93.994,-36.4,4.858,5191.0,0,1,6,0,1,6,1,1,no,no,no
51.0,359.0,2.0,999.0,1.0,-0.1,93.2,-42.0,4.12,5195.8,1,1,2,0,0,7,4,0,no,no,yes
27.0,55.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,1,2,3,0,0,3,4,1,no,no,yes
41.0,159.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,1,0,1,0,0,3,0,1,no,no,no
40.0,144.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,6,1,6,0,0,1,0,1,no,no,no
28.0,116.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.334,5099.1,9,2,5,0,0,6,4,1,no,no,no
57.0,674.0,2.0,999.0,1.0,-1.8,92.893,-46.2,1.344,5099.1,1,1,0,0,0,6,3,0,no,no,no
37.0,1009.0,5.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,0,1,6,0,1,3,1,1,yes,no,no
58.0,84.0,3.0,999.0,0.0,1.4,93.444,-36.1,4.967,5228.1,3,1,0,0,0,1,4,1,no,no,no
34.0,126.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,9,1,5,0,0,1,1,1,no,no,no
28.0,129.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.86,5191.0,9,2,6,0,1,6,2,1,no,no,yes
57.0,313.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,6,1,6,0,0,3,2,1,no,no,no
35.0,91.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.855,5191.0,0,1,3,0,1,6,0,1,no,no,no
30.0,268.0,5.0,10.0,2.0,-1.8,92.843,-50.0,1.64,5099.1,8,2,3,0,0,5,0,0,yes,no,no
25.0,712.0,2.0,19.0,1.0,-1.1,94.767,-50.8,1.04,4963.6,9,2,5,0,0,7,0,2,yes,no,yes
36.0,184.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.86,5191.0,0,1,6,0,1,6,2,1,no,yes,no
52.0,165.0,1.0,999.0,1.0,-0.1,93.2,-42.0,4.021,5195.8,0,1,3,0,0,7,0,0,no,no,no
26.0,203.0,1.0,3.0,3.0,-1.7,94.027,-38.3,0.904,4991.6,10,2,6,0,0,1,2,2,yes,no,yes
56.0,242.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,0,1,3,0,1,6,3,1,no,no,no
37.0,45.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.021,5195.8,2,1,6,0,1,7,0,1,no,no,yes
32.0,80.0,3.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,0,2,6,0,0,1,3,1,no,no,no
36.0,181.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.334,5099.1,1,1,2,0,0,6,4,1,no,no,yes
36.0,171.0,11.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,0,1,3,0,0,1,0,1,no,no,yes
26.0,230.0,3.0,999.0,0.0,1.4,94.465,-41.8,4.865,5228.1,1,1,2,0,1,4,1,1,yes,no,no
48.0,214.0,1.0,999.0,1.0,-1.8,92.893,-46.2,1.266,5099.1,1,1,2,0,0,6,2,0,no,no,no
45.0,829.0,1.0,999.0,0.0,-1.8,92.843,-50.0,1.51,5099.1,1,1,2,0,0,5,3,1,no,no,yes
46.0,170.0,4.0,999.0,0.0,1.1,93.994,-36.4,4.864,5191.0,9,1,6,0,1,6,0,1,no,no,yes
38.0,362.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,1,1,1,0,1,4,4,1,no,no,yes
24.0,40.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,6,2,6,0,1,4,4,1,no,no,yes
38.0,249.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,9,2,5,0,0,3,3,1,no,no,yes
44.0,153.0,3.0,0.0,1.0,-1.7,94.027,-38.3,0.9,4991.6,7,0,1,0,0,1,4,2,yes,no,yes
38.0,102.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,1,1,3,0,0,3,0,1,no,no,no
45.0,215.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0,1,3,0,1,6,4,1,no,no,no
44.0,159.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.864,5228.1,1,2,0,0,1,4,3,1,no,no,yes
44.0,102.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.327,5099.1,1,1,1,0,0,6,2,1,no,no,yes
31.0,239.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.859,5191.0,0,2,6,0,1,6,0,1,no,no,no
32.0,147.0,2.0,999.0,0.0,1.4,94.465,-41.8,4.96,5228.1,1,1,1,0,1,4,1,1,no,no,no
45.0,134.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0,1,6,0,1,6,0,1,no,no,no
40.0,394.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.344,5099.1,9,1,3,0,0,6,3,1,no,no,yes
45.0,398.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.968,5228.1,1,1,5,0,0,1,2,1,no,no,no
44.0,171.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.958,5228.1,9,1,5,0,1,4,2,1,no,no,no
43.0,1011.0,1.0,999.0,1.0,-0.1,93.2,-42.0,4.12,5195.8,0,2,3,0,0,7,4,0,yes,no,no
25.0,97.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.855,5191.0,8,2,3,0,1,6,0,1,no,no,no
39.0,128.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,0,1,3,0,1,3,4,1,no,no,yes
32.0,186.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.27,5099.1,9,1,6,0,1,6,4,1,no,no,yes
41.0,180.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,9,1,2,0,1,6,1,1,no,no,no
58.0,216.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,5,1,0,0,0,3,3,1,no,no,yes
42.0,149.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.864,5191.0,7,1,5,0,1,6,0,1,no,no,yes
42.0,123.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.859,5191.0,4,1,6,0,1,6,0,1,no,yes,yes
54.0,653.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,3,0,6,0,0,7,2,1,yes,yes,yes
31.0,155.0,2.0,4.0,1.0,-2.9,92.201,-31.4,0.884,5076.2,0,1,3,0,0,1,1,2,yes,yes,no
48.0,82.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.191,5195.8,6,0,3,0,0,7,1,1,no,no,yes
30.0,132.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,9,2,6,0,0,1,1,1,no,yes,no
43.0,119.0,2.0,999.0,0.0,1.4,94.465,-41.8,4.866,5228.1,9,1,5,0,1,4,2,1,no,no,no
36.0,131.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.191,5195.8,1,1,2,0,0,7,1,1,no,yes,no
37.0,264.0,5.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,7,1,3,0,0,3,1,1,no,yes,no
55.0,220.0,7.0,999.0,0.0,-1.8,93.369,-34.8,0.654,5008.7,0,1,6,0,1,5,2,1,no,no,yes
47.0,53.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.191,5195.8,4,1,2,0,1,7,1,1,no,no,no
26.0,351.0,2.0,999.0,0.0,-3.4,92.379,-29.8,0.803,5017.5,4,2,6,0,0,9,0,1,no,no,no
27.0,483.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,0,2,5,0,0,3,3,1,no,no,yes
32.0,340.0,3.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,0,2,6,0,0,1,1,1,no,no,yes
43.0,402.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,3,1,0,0,0,3,4,1,no,no,yes
26.0,139.0,1.0,999.0,0.0,-1.8,92.843,-50.0,1.65,5099.1,4,2,6,0,0,5,2,1,yes,no,no
32.0,383.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.858,5191.0,7,1,3,0,1,6,4,1,no,yes,yes
32.0,165.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1,1,1,0,1,6,0,1,no,no,yes
33.0,519.0,2.0,999.0,2.0,-1.8,92.893,-46.2,1.334,5099.1,9,2,5,0,0,6,4,0,yes,no,yes
42.0,246.0,1.0,999.0,0.0,-2.9,92.201,-31.4,0.879,5076.2,9,1,5,0,0,1,4,1,no,no,yes
47.0,20.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.968,5228.1,4,1,6,0,0,1,2,1,no,no,yes
43.0,107.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.191,5195.8,1,1,3,0,0,7,1,1,no,no,yes
34.0,58.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.266,5099.1,3,1,6,0,0,6,3,1,no,no,yes
41.0,184.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,9,2,6,0,0,3,4,1,no,yes,yes
31.0,424.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,4,2,6,0,0,7,4,1,yes,no,yes
48.0,360.0,1.0,6.0,1.0,-1.8,93.876,-40.0,0.682,5008.7,10,1,5,0,1,6,4,2,yes,no,no
38.0,446.0,12.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,9,2,6,0,1,6,3,1,no,no,yes
37.0,123.0,5.0,999.0,0.0,-1.8,92.893,-46.2,1.25,5099.1,0,1,3,0,0,6,0,1,no,no,no
31.0,60.0,6.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,9,2,6,0,0,1,3,1,no,yes,no
28.0,114.0,1.0,999.0,0.0,-2.9,92.963,-40.8,1.26,5076.2,0,2,6,0,0,4,1,1,no,no,no
46.0,78.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.191,5195.8,9,1,5,0,0,7,1,1,no,no,yes
31.0,105.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,1,1,1,0,1,4,3,1,no,yes,yes
31.0,343.0,2.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,4,1,3,0,1,4,3,1,no,yes,yes
30.0,39.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,0,2,6,0,0,3,2,1,no,no,yes
35.0,633.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,0,2,6,0,0,7,2,1,no,no,yes
30.0,683.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,9,1,6,0,1,6,3,1,yes,no,yes
32.0,183.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,9,1,5,0,0,3,4,1,no,yes,no
43.0,382.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,4,1,6,0,0,7,4,1,no,no,no
57.0,19.0,4.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,1,1,0,0,1,4,0,1,no,no,no
32.0,688.0,2.0,999.0,0.0,-1.8,93.749,-34.6,0.645,5008.7,9,1,5,0,0,0,1,1,yes,no,no
33.0,1340.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.244,5099.1,0,2,5,0,0,6,1,1,yes,no,yes
46.0,93.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,4,2,6,0,0,3,1,1,no,no,yes
80.0,213.0,3.0,6.0,4.0,-1.8,93.369,-34.8,0.649,5008.7,5,1,0,0,0,5,0,2,yes,no,no
41.0,137.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.153,5195.8,1,1,1,0,1,7,3,1,no,yes,yes
34.0,233.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.864,5191.0,2,1,0,0,1,6,0,1,no,no,yes
47.0,145.0,3.0,3.0,2.0,-1.7,94.027,-38.3,0.904,4991.6,4,1,6,0,0,1,1,2,no,no,yes
47.0,130.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.966,5228.1,7,1,3,0,0,1,0,1,no,no,no
24.0,88.0,1.0,999.0,0.0,-1.8,93.075,-47.1,1.365,5099.1,8,2,3,0,0,0,2,1,no,no,yes
32.0,145.0,12.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,1,2,0,0,0,3,3,1,no,no,yes
31.0,248.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,1,1,3,0,0,3,4,1,no,no,no
31.0,248.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.859,5191.0,1,1,2,0,1,6,4,1,no,yes,yes
29.0,668.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.959,5228.1,2,1,3,0,0,3,0,1,no,no,yes
48.0,420.0,7.0,999.0,1.0,-1.8,92.893,-46.2,1.244,5099.1,1,1,0,0,0,6,1,0,no,no,no
33.0,125.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.153,5195.8,0,1,3,0,0,7,3,1,no,no,yes
43.0,24.0,9.0,999.0,0.0,-0.1,93.2,-42.0,4.021,5195.8,9,1,6,0,0,7,0,1,no,no,no
29.0,207.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,7,2,3,0,1,6,1,1,no,no,no
47.0,82.0,4.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,1,1,0,0,0,3,1,1,no,no,yes
47.0,133.0,8.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,4,1,6,0,0,1,3,1,no,no,yes
33.0,511.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0,1,2,0,1,6,1,1,no,no,no
56.0,472.0,1.0,999.0,0.0,-1.8,93.075,-47.1,1.365,5099.1,2,1,6,0,0,0,2,1,no,no,yes
36.0,22.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.866,5228.1,4,1,6,0,1,4,2,1,no,no,no
45.0,88.0,5.0,999.0,0.0,1.4,93.918,-42.7,4.961,5228.1,9,1,3,0,0,3,3,1,no,no,yes
38.0,882.0,1.0,6.0,1.0,-1.8,93.749,-34.6,0.659,5008.7,0,2,3,0,0,0,2,2,yes,no,yes
31.0,339.0,2.0,999.0,0.0,-1.8,93.876,-40.0,0.692,5008.7,10,2,3,0,0,6,2,1,no,no,no
30.0,292.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,9,1,5,0,0,3,0,1,no,yes,yes
39.0,543.0,29.0,999.0,0.0,1.4,93.918,-42.7,4.968,5228.1,7,1,3,0,0,3,2,1,no,no,yes
37.0,203.0,2.0,999.0,0.0,1.4,94.465,-41.8,4.959,5228.1,1,1,2,0,1,4,4,1,no,no,no
22.0,161.0,4.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,1,1,5,0,0,3,0,1,no,no,yes
33.0,130.0,3.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,2,1,6,0,1,6,1,1,no,no,yes
37.0,201.0,1.0,999.0,0.0,-1.8,93.075,-47.1,1.406,5099.1,9,2,3,0,1,0,2,1,no,no,yes
38.0,68.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.958,5228.1,4,1,6,0,0,3,2,1,no,yes,yes
53.0,520.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,0,1,3,0,1,6,3,1,no,no,yes
31.0,515.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,9,1,6,0,0,1,2,1,no,no,yes
44.0,175.0,2.0,999.0,2.0,-2.9,92.201,-31.4,0.883,5076.2,4,1,6,0,0,1,3,0,yes,no,no
31.0,636.0,6.0,999.0,0.0,1.1,93.994,-36.4,4.859,5191.0,7,1,3,0,1,6,4,1,no,no,no
47.0,241.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,3,2,0,0,1,4,3,1,no,no,no
28.0,1820.0,4.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,1,1,0,0,0,3,2,1,no,no,yes
33.0,74.0,1.0,999.0,1.0,-1.8,92.893,-46.2,1.264,5099.1,10,1,3,0,0,6,1,0,no,no,yes
42.0,1311.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.968,5228.1,0,1,6,0,0,1,3,1,yes,no,yes
32.0,161.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.299,5099.1,7,1,3,0,0,6,1,1,no,no,no
41.0,129.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,4,1,3,0,1,6,3,1,no,yes,no
50.0,1365.0,2.0,999.0,1.0,-1.8,93.075,-47.1,1.41,5099.1,1,1,2,0,0,0,2,0,yes,no,yes
52.0,390.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.864,5191.0,2,1,2,0,1,6,0,1,no,yes,yes
49.0,1980.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.864,5191.0,1,1,1,0,1,6,0,1,yes,no,yes
20.0,410.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.334,5099.1,1,2,3,0,0,6,4,1,no,no,yes
36.0,180.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.855,5191.0,2,1,6,0,1,6,0,1,no,yes,no
44.0,895.0,1.0,999.0,0.0,-1.8,93.075,-47.1,1.453,5099.1,7,0,3,0,0,0,3,1,yes,yes,yes
34.0,1190.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.25,5099.1,9,0,5,0,0,6,0,1,yes,no,yes
67.0,68.0,4.0,999.0,1.0,-3.4,92.649,-30.1,0.72,5017.5,6,1,6,0,0,7,3,0,no,no,yes
42.0,71.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,0,1,6,0,0,1,4,1,no,no,yes
41.0,318.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.859,5191.0,6,2,6,0,1,6,4,1,no,no,yes
37.0,322.0,1.0,999.0,1.0,-1.8,92.893,-46.2,1.291,5099.1,9,2,6,0,0,6,3,0,no,no,yes
34.0,69.0,1.0,999.0,1.0,-0.1,93.2,-42.0,4.076,5195.8,2,1,6,0,0,7,2,0,no,no,yes
48.0,115.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,4,1,6,0,0,1,3,1,no,no,no
46.0,251.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,0,2,3,0,0,3,4,1,no,no,no
57.0,162.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0,0,3,0,1,6,0,1,no,no,no
54.0,133.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,3,1,0,0,0,1,3,1,no,no,yes
34.0,252.0,3.0,999.0,0.0,1.4,94.465,-41.8,4.961,5228.1,0,1,2,0,1,4,1,1,no,no,yes
29.0,155.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.153,5195.8,9,2,3,0,0,7,3,1,no,no,no
38.0,218.0,1.0,999.0,0.0,-1.8,93.075,-47.1,1.41,5099.1,1,1,2,0,0,0,2,1,no,no,yes
27.0,101.0,1.0,999.0,1.0,-1.8,92.893,-46.2,1.327,5099.1,8,2,3,0,0,6,2,0,no,no,yes
35.0,312.0,2.0,999.0,0.0,1.4,94.465,-41.8,4.958,5228.1,9,0,5,0,1,4,2,1,no,no,yes
44.0,158.0,7.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0,2,6,0,1,6,1,1,no,no,yes
33.0,316.0,4.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,0,2,6,0,0,1,4,1,no,no,no
54.0,101.0,1.0,999.0,0.0,-3.4,92.649,-30.1,0.719,5017.5,1,1,2,0,0,7,4,1,no,yes,yes
32.0,160.0,3.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,9,1,3,0,0,1,3,1,no,no,yes
47.0,156.0,4.0,999.0,0.0,1.4,93.444,-36.1,4.968,5228.1,0,2,6,0,0,1,2,1,no,no,yes
40.0,222.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.859,5191.0,0,2,3,0,1,6,4,1,no,no,yes
30.0,742.0,4.0,999.0,0.0,-1.8,92.893,-46.2,1.354,5099.1,0,1,6,0,0,6,1,1,yes,yes,yes
28.0,167.0,2.0,6.0,1.0,-1.7,94.215,-40.3,0.893,4991.6,9,2,5,0,0,3,3,2,no,no,yes
40.0,322.0,3.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,2,1,0,0,0,7,4,1,no,yes,yes
39.0,156.0,2.0,999.0,0.0,-1.8,93.075,-47.1,1.405,5099.1,1,1,0,0,0,0,0,1,no,no,yes
27.0,784.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,9,2,3,0,0,3,0,1,yes,no,yes
39.0,106.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.958,5228.1,0,0,5,0,1,4,2,1,no,yes,yes
46.0,164.0,1.0,999.0,0.0,-2.9,92.201,-31.4,0.873,5076.2,0,1,6,0,0,1,2,1,no,no,yes
47.0,59.0,3.0,999.0,0.0,-0.1,93.2,-42.0,4.021,5195.8,0,1,6,0,0,7,0,1,no,no,yes
32.0,315.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0,0,6,0,1,6,4,1,no,no,no
35.0,131.0,2.0,999.0,0.0,-0.1,93.2,-42.0,4.191,5195.8,2,1,3,0,0,7,1,1,no,no,yes
27.0,177.0,4.0,999.0,0.0,-1.8,92.893,-46.2,1.281,5099.1,0,2,3,0,0,6,4,1,no,yes,yes
42.0,55.0,4.0,999.0,0.0,-1.8,93.075,-47.1,1.41,5099.1,1,1,2,0,0,0,2,1,no,no,no
37.0,182.0,2.0,999.0,0.0,1.4,94.465,-41.8,4.96,5228.1,9,2,6,0,1,4,1,1,no,no,no
48.0,170.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.334,5099.1,1,1,0,0,0,6,4,1,no,yes,no
29.0,297.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.86,5191.0,10,2,6,0,1,6,2,1,no,no,no
50.0,206.0,1.0,999.0,0.0,-1.8,93.075,-47.1,1.405,5099.1,4,1,6,0,0,0,0,1,no,yes,yes
30.0,245.0,4.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1,2,6,0,1,6,0,1,no,no,no
58.0,548.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.968,5228.1,6,0,6,0,0,3,2,1,no,no,yes
52.0,112.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.963,5228.1,1,1,2,0,0,1,0,1,no,yes,no
32.0,249.0,1.0,999.0,1.0,-0.1,93.2,-42.0,4.191,5195.8,2,1,6,0,1,7,1,0,no,yes,yes
35.0,14.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0,2,6,0,0,3,0,1,no,no,no
41.0,160.0,2.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,1,0,1,0,1,6,0,1,no,no,yes
44.0,244.0,2.0,999.0,0.0,-1.8,92.893,-46.2,1.327,5099.1,1,1,1,0,0,6,2,1,no,yes,no
35.0,427.0,3.0,999.0,0.0,-0.1,93.2,-42.0,4.12,5195.8,9,1,5,0,0,7,4,1,no,no,no
44.0,102.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.965,5228.1,0,1,6,0,0,1,3,1,no,no,no
27.0,131.0,1.0,999.0,0.0,-1.8,93.075,-47.1,1.445,5099.1,9,2,2,0,0,0,4,1,no,no,yes
35.0,269.0,1.0,999.0,0.0,-2.9,92.963,-40.8,1.26,5076.2,6,1,6,0,0,4,2,1,yes,no,yes
33.0,101.0,2.0,999.0,1.0,-0.1,93.2,-42.0,4.12,5195.8,0,2,6,0,0,7,4,0,no,no,yes
35.0,121.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.259,5099.1,0,1,3,0,0,6,0,1,no,no,yes
32.0,221.0,4.0,16.0,1.0,-1.7,94.215,-40.3,0.896,4991.6,4,2,6,0,0,3,0,2,no,no,no
39.0,43.0,9.0,999.0,0.0,1.1,93.994,-36.4,4.86,5191.0,2,2,6,0,1,6,2,1,no,no,yes
26.0,134.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.957,5228.1,0,2,3,0,0,3,0,1,no,no,no
25.0,178.0,7.0,999.0,0.0,1.4,94.465,-41.8,4.96,5228.1,6,2,6,0,1,4,1,1,no,no,no
39.0,302.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.856,5191.0,1,1,2,0,1,6,3,1,no,no,no
59.0,22.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.968,5228.1,5,1,0,0,1,3,2,1,no,yes,no
52.0,139.0,1.0,999.0,0.0,-0.1,93.2,-42.0,4.076,5195.8,6,2,5,0,0,7,2,1,no,yes,no
25.0,322.0,2.0,999.0,0.0,1.4,93.918,-42.7,4.963,5228.1,1,2,2,0,0,3,4,1,no,yes,yes
29.0,54.0,1.0,6.0,1.0,-1.8,92.893,-46.2,1.281,5099.1,1,1,2,0,0,6,4,2,no,no,no
35.0,376.0,2.0,999.0,1.0,-1.8,92.893,-46.2,1.334,5099.1,0,1,6,0,0,6,4,0,no,no,yes
39.0,202.0,1.0,999.0,1.0,-1.7,94.215,-40.3,0.81,4991.6,9,1,5,0,0,3,2,0,no,no,yes
31.0,162.0,1.0,999.0,0.0,1.1,93.994,-36.4,4.857,5191.0,0,2,6,0,1,6,0,1,no,no,no
28.0,113.0,1.0,999.0,0.0,-1.8,92.893,-46.2,1.244,5099.1,1,2,5,0,0,6,1,1,no,no,yes
40.0,521.0,1.0,999.0,0.0,1.4,93.918,-42.7,4.96,5228.1,6,1,3,0,0,3,1,1,no,no,no
39.0,69.0,3.0,999.0,0.0,1.4,94.465,-41.8,4.96,5228.1,0,1,6,0,1,4,1,1,no,no,no
41.0,281.0,3.0,999.0,0.0,1.4,93.918,-42.7,4.955,5228.1,1,1,0,0,1,3,3,1,no,no,yes
39.0,80.0,1.0,999.0,0.0,1.4,93.444,-36.1,4.964,5228.1,3,1,5,0,0,1,0,1,no,no,yes
30.0,98.0,5.0,999.0,0.0,-1.8,92.893,-46.2,1.291,5099.1,6,1,5,0,0,6,3,1,no,no,yes
40.0,162.0,1.0,999.0,0.0,1.4,94.465,-41.8,4.947,5228.1,4,1,2,0,1,4,0,1,no,yes,yes
32.0,330.0,4.0,999.0,0.0,1.4,93.918,-42.7,4.962,5228.1,9,1,5,0,0,3,1,1,no,yes,yes
37.0,211.0,2.0,999.0,0.0,1.4,93.444,-36.1,4.968,5228.1,0,0,6,0,0,1,3,1,no,yes,yes
52.0,195.0,1.0,999.0,0.0,-1.8,93.876,-40.0,0.677,5008.7,0,1,6,0,0,6,2,1,yes,no,no
28.0,156.0,1.0,999.0,0.0,-1.8,92.843,-50.0,1.799,5099.1,8,2,2,0,0,5,3,1,yes,no,yes
